,peak_num,id1,overlap_start,overlap_end,start_1,end_1,control_rppm_1,control_rppm_2,id2,start_2,end_2,sample_rppm_1,sample_rppm_2,LFC,p-value,q-value
16,Peak_0033,NC_016856.1,52823,52874,52823,52874,6.875254767210111,6.4260534567198695,NC_016856.1,52823,52874,3.256400662868004,3.5769627526457515,-1.15594877051451,1.77929633117063e-25,9.81482814936056e-25
17,Peak_0042,NC_016855.1,82541,82590,82541,82590,10.045210473719928,8.496389444939497,NC_016855.1,82541,82590,2.419416664999543,1.9533025299750342,-2.36200014340157,1.8022045138317498e-83,2.9506305816883696e-82
18,Peak_0044,NC_016856.1,94478,94527,94478,94527,0.6820474934590661,0.582844106850922,NC_016856.1,94478,94527,2.163619308347609,1.7362689155333637,1.33387452846705,1.08855718643629e-11,3.70639272107401e-11
19,Peak_0045,NC_016856.1,101405,101454,101405,101454,8.735454435456502,7.862238638541839,NC_016856.1,101405,101454,1.3749107920041455,1.3105491333593178,-2.80937757091675,1.43759009687798e-102,2.98979886364219e-101
20,Peak_0046,NC_016856.1,104322,104367,104322,104367,1.566960395229034,1.5486414191186821,NC_016856.1,104322,104367,1.1141395978617572,0.7180659158151337,-1.25564130594572,9.50799767297622e-06,2.25120129518622e-05
21,Peak_0054,NC_016856.1,134625,134674,134625,134674,5.563184088131779,5.124513150728001,NC_016856.1,134625,134674,32.52889718757095,32.39644067877396,2.33628759768647,4.23742799574966e-190,1.86325762441678e-188
22,Peak_0060,NC_016856.1,164620,164669,164620,164669,11.99579135473885,10.8133999964701,NC_016856.1,164620,164669,5.915313872575975,5.534357168262597,-1.21902302646668,7.37587470698237e-34,5.1833201707972e-33
23,Peak_0061,NC_016856.1,164697,164748,164697,164748,13.064604306269647,11.310169569728497,NC_016856.1,164697,164748,6.615203862304184,5.918830743167185,-1.15659189986225,1.09126845508925e-33,7.63391887446525e-33
24,Peak_0064,NC_016856.1,175951,176002,175951,176002,5.881502310676993,4.740175670437117,NC_016856.1,175951,176002,26.983068385714432,25.09487993952591,2.03009101960613,8.04063999588861e-117,1.84694700801083e-115
25,Peak_0066,NC_016856.1,190085,190142,190085,190136,7.48374811921771,6.74745471890009,NC_016856.1,190091,190142,1.187869424190844,1.0506325573914652,-2.85389690319251,1.53155947924294e-93,2.8744756567742597e-92
26,Peak_0074,NC_016856.1,210461,210513,210461,210513,0.9393287225005779,1.0500902729538517,NC_016856.1,210461,210513,14.40212905649423,15.141786747197164,3.6501718910781,7.745777021744869e-228,3.97358361215512e-226
27,Peak_0079,NC_016856.1,217674,217722,217674,217722,1.4690253705272194,1.282154421672935,NC_016856.1,217674,217722,3.362003278703935,3.493754258119519,1.09099233957296,1.07719186774902e-13,4.10346110016274e-13
28,Peak_0087,NC_016856.1,244389,244440,244389,244440,1.2655941611282295,1.1061724422276302,NC_016856.1,244389,244440,0.6656164876931454,0.553386614198558,-1.21701309103099,1.4198203232587e-07,3.86743978317724e-07
29,Peak_0092,NC_016856.1,254816,254864,254816,254864,19.12028333826834,16.950835662999538,NC_016856.1,254816,254864,10.412417921422868,10.225622218886397,-1.04908017567024,1.3704043937357e-36,1.0440853277025999e-35
30,Peak_0106,NC_016856.1,289559,289610,289559,289610,57.772663193123776,50.77745585070576,NC_016856.1,289559,289610,23.46042112776917,21.38959565315296,-1.54003690001607,2.64785177505728e-105,5.58225189289474e-104
31,Peak_0112,NC_016856.1,324710,324759,324710,324759,0.4459541303386202,0.5623214270322275,NC_016856.1,324710,324759,1.3962272383918066,1.6360995550218236,1.30722498088364,5.4872644148427e-08,1.53823313924279e-07
32,Peak_0120,NC_016856.1,358453,358504,358453,358504,3.1072767028553687,2.8137398842403356,NC_016856.1,358453,358504,0.593934712095422,0.4731856556190568,-2.66848703912141,3.6555398911781494e-42,3.04101399595847e-41
33,Peak_0122,NC_016856.1,359807,359858,359807,359858,0.750715170967954,0.5974514260159928,NC_016856.1,359807,359858,1.7203626143453603,1.531838308868472,1.00740705011813,5.94766128845738e-07,1.55406633666144e-06
34,Peak_0125,NC_016856.1,365179,365228,365179,365228,0.736386442113772,0.6916143098900025,NC_016856.1,365179,365228,1.9184801748895055,1.6277521083125286,1.06263261095498,5.45408990978138e-08,1.53172342539298e-07
35,Peak_0126,NC_016856.1,366871,366919,366871,366919,0.9812630404693536,0.7583985304666707,NC_016856.1,366871,366919,7.529146501175156,7.72034477525923,2.87671791706769,2.4862963771466e-87,4.25156680492068e-86
36,Peak_0127,NC_016856.1,366941,366991,366941,366991,1.2762157906455218,1.0900826612497738,NC_016856.1,366941,366991,6.695282645900497,7.517877455325279,2.28488977621927,9.21430847119768e-58,9.712890915872079e-57
37,Peak_0128,NC_016856.1,388786,388835,388786,388835,6.3614045063009055,6.220424253046284,NC_016856.1,388786,388835,1.1191134353522114,1.1853374327198924,-2.72678136138863,6.50062046914868e-78,9.263384168536869e-77
38,Peak_0129,NC_016856.1,392528,392577,392528,392577,3.854317840783789,3.681768759473782,NC_016856.1,392528,392577,1.5774170326869266,2.0701667839051643,-1.25026259083481,1.21982700374601e-16,5.30314621120088e-16
39,Peak_0130,NC_016856.1,412146,412195,412146,412195,1.2441745485077471,1.2128903772848412,NC_016856.1,412146,412195,3.4639225379949403,4.023469313880199,1.3367458125005,2.13802202398586e-17,9.50987252865389e-17
40,Peak_0132,NC_016856.1,430857,430910,430857,430910,1.0428694257752193,0.9202292186627798,NC_016856.1,430857,430910,116.02883636340381,110.07399977960505,6.60097993939427,0.0,0.0
41,Peak_0135,NC_016856.1,437634,437683,437634,437683,0.7626190380160438,0.730607401545522,NC_016856.1,437634,437683,3.8902514657481637,3.146987409404222,2.1201176427474,4.8958710908125e-33,3.34877582611575e-32
42,Peak_0137,NC_016856.1,440858,440909,440858,440909,8.571114937598152,7.293639685918011,NC_016856.1,440858,440909,2.723907472713487,3.3122995893333975,-1.60117830424066,4.42806627021963e-41,3.5679549685172795e-40
43,Peak_0138,NC_016856.1,441403,441453,441403,441453,8.803134532884362,7.433478811769675,NC_016856.1,441403,441453,1.0549509317253514,0.8262302752860209,-3.52104731798907,2.31317987709633e-111,5.15939685630616e-110
44,Peak_0139,NC_016856.1,441476,441524,441476,441524,7.2494871800757315,5.440776197850673,NC_016856.1,441476,441524,1.6755615045967833,1.5934927957764635,-2.05020777750853,1.65584680496314e-42,1.38497186567298e-41
45,Peak_0143,NC_016856.1,453758,453808,453758,453808,5.519862829756027,4.798777176645683,NC_016856.1,453758,453808,2.809720798357619,2.7486472524366636,-1.16322302576831,5.0478306671270105e-21,2.48993955022707e-20
46,Peak_0144,NC_016856.1,459456,459505,459456,459505,2.480854069614845,2.708993736067666,NC_016856.1,459456,459505,16.573537066406562,15.175658117498342,2.34811640742574,3.06041887624878e-112,6.92644801551011e-111
47,Peak_0150,NC_016856.1,467966,468013,467966,468013,2.549305995396305,2.3043476214297054,NC_016856.1,467966,468013,7.000411701990429,6.936017794427624,1.26552026960449,1.7172453391271e-28,1.04460101854411e-27
48,Peak_0157,NC_016856.1,478530,478579,478530,478579,1.0680414045924937,0.786018637055997,NC_016856.1,478530,478579,3.495897207576432,3.2221144297878768,1.83170593388121,6.4096904538729e-27,3.70846376259789e-26
49,Peak_0158,NC_016856.1,490407,490456,490407,490456,0.4815555104917033,0.37146050471836933,NC_016856.1,490407,490456,2.6006064592946627,2.31224273847472,2.31601441703559,6.1002570933155795e-33,4.15411312681977e-32
50,Peak_0159,NC_016856.1,498855,498903,498855,498903,2.291526554546366,2.0447429992692556,NC_016856.1,498855,498903,1.2403507241820344,1.0736903329830716,-1.15083469490337,1.18517708547387e-10,3.83997375693535e-10
51,Peak_0164,NC_016856.1,503788,503837,503788,503837,4.6338006904512925,4.172260807140579,NC_016856.1,503788,503837,1.0658223193830585,1.5108878543823983,-2.00671189395973,2.9773761510058e-34,2.12138050759163e-33
52,Peak_0166,NC_016856.1,506145,506196,506145,506196,1.1935831135533659,1.0332163274996047,NC_016856.1,506145,506196,3.6045692871998027,3.544882369213951,1.40155120879999,2.91545510691691e-21,1.44738239017585e-20
53,Peak_0167,NC_016856.1,508669,508718,508669,508718,1.1785930587520677,1.1287473900281941,NC_016856.1,508669,508718,6.533490817818149,6.319017158936329,2.66339527045369,4.29812022595282e-75,5.80246230503631e-74
54,Peak_0171,NC_016856.1,516922,516971,516922,516971,7.213963873124738,6.312776312230409,NC_016856.1,516922,516971,0.8846325250879385,0.7596176505458466,-3.23019214115209,2.73486227521742e-97,5.32778866020203e-96
55,Peak_0173,NC_016856.1,525071,525122,525071,525122,23.709637414023874,21.386000549734185,NC_016856.1,525071,525122,5.335172155201981,6.127353235473888,-2.20990092588938,2.18524598487603e-123,5.513268148728219e-122
56,Peak_0176,NC_016856.1,528538,528587,528538,528587,8.688610514202445,8.163922031876647,NC_016856.1,528538,528587,0.9059489714755997,0.5676263762320612,-3.77147591660884,1.79659643408666e-121,4.45961598719254e-120
57,Peak_0178,NC_016856.1,528757,528806,528757,528806,0.6839212503092285,0.6587780221800914,NC_016856.1,528757,528806,2.1209864155722866,1.878175509591379,1.30783305637273,4.744480471643099e-12,1.6557268584713698e-11
58,Peak_0181,NC_016856.1,529499,529548,529499,529548,3.912404303138819,3.191276711806985,NC_016856.1,529499,529548,1.4921512471362819,1.5693199813474634,-1.44814364352463,6.56454396021887e-21,3.22774222197343e-20
59,Peak_0188,NC_016856.1,536872,536922,536872,536922,0.3176767363765112,0.46459242573560466,NC_016856.1,536872,536922,1.0236157555354894,1.0716452085392945,1.13177214127251,6.04591417061576e-05,0.0001303173936775
60,Peak_0189,NC_016856.1,540377,540426,540377,540426,0.6970375482603643,0.6054190546514859,NC_016856.1,540377,540426,3.677087001871552,3.272199110043647,2.17453804821724,1.34095268834866e-41,1.1095302082626798e-40
61,Peak_0190,NC_016856.1,540812,540864,540812,540864,16.579505083233883,13.88710543293114,NC_016856.1,540812,540864,8.59708680080827,7.9130584247690114,-1.14068505979632,1.3072364131938798e-36,1.00091385069919e-35
62,Peak_0192,NC_016856.1,546662,546714,546662,546714,1.9369240762840862,1.668928002871407,NC_016856.1,546662,546714,0.6528161706221234,0.7157935553220478,-1.61399848884902,1.31419181131776e-15,5.52606884595092e-15
63,Peak_0195,NC_016856.1,552723,552774,552723,552774,1.1845817326065078,1.0253291799614397,NC_016856.1,552723,552774,5.908626359983767,5.606047004707131,2.13748496012366,4.5973335113526e-63,5.24096020294197e-62
64,Peak_0198,NC_016856.1,561165,561214,561165,561214,2.722568703285778,2.5078714738444603,NC_016856.1,561165,561214,0.9485818642509222,0.8180497775109118,-1.85536330475492,1.09782425628416e-24,5.94912510711732e-24
65,Peak_0201,NC_016856.1,567170,567221,567170,567221,0.3978610378511219,0.35294985233288023,NC_016856.1,567170,567221,0.9728240973976741,0.9223110236642632,1.05241377126314,3.93039266397803e-05,8.69091136474453e-05
66,Peak_0208,NC_016856.1,614195,614244,614195,614244,17.877514107398216,15.213462549598187,NC_016856.1,614195,614244,10.061362694976072,8.597870110573869,-1.10404146962025,1.1177308714989e-34,8.11409344923024e-34
67,Peak_0209,NC_016856.1,618416,618464,618416,618464,0.4495064610337195,0.45252509000221236,NC_016856.1,618416,618464,4.417389421209702,3.9794713135166226,2.94178269158229,1.01765623148805e-74,1.36188951326966e-73
68,Peak_0210,NC_016856.1,619197,619248,619197,619248,3.1648855409152596,2.815711671124877,NC_016856.1,619197,619248,0.9625838437408564,0.8661703526586124,-1.95871261172745,1.98272181809883e-30,1.27142036585587e-29
69,Peak_0224,NC_016856.1,681286,681337,681286,681337,0.6895057805293199,0.504777442442555,NC_016856.1,681286,681337,11.346201051753924,11.196053817698361,4.05015560166372,2.49763686313145e-232,1.32547004564114e-230
70,Peak_0225,NC_016856.1,693348,693400,693348,693400,5.208683705595309,4.668357125065558,NC_016856.1,693348,693400,18.429502662947638,18.21733927610838,1.64558185288534,4.42978051502335e-85,7.41025240502275e-84
71,Peak_0230,NC_016856.1,697026,697075,697026,697075,0.56962208244933,0.4186626683013665,NC_016856.1,697026,697075,1.0658223193830585,1.435760833998743,1.09329626129232,1.58844210357619e-05,3.66508605307909e-05
72,Peak_0231,NC_016856.1,697660,697707,697660,697707,1.3029786198692226,0.9692381360331073,NC_016856.1,697660,697707,0.6889294055927089,0.6701046049823426,-1.01860512061778,3.20635211400658e-05,7.14120970109424e-05
73,Peak_0237,NC_016856.1,705471,705520,705471,705520,3.646330830415777,3.070192900876688,NC_016856.1,705471,705520,1.438860131167129,1.5693199813474634,-1.43244837488471,1.54268287858802e-19,7.37325760915208e-19
74,Peak_0241,NC_016856.1,716714,716764,716714,716764,0.41316338546078046,0.3338629552905211,NC_016856.1,716714,716764,1.1071762253751212,1.0634647107641853,1.32128734944224,8.58876579750455e-08,2.36459938503748e-07
75,Peak_0244,NC_016856.1,734986,735035,734986,735035,0.38974142483375207,0.3201538051716332,NC_016856.1,734986,735035,9.336603517795593,9.190538826933814,4.46606889157807,4.42694763763286e-244,2.43324014797035e-242
76,Peak_0245,NC_016856.1,736419,736471,736419,736471,2.95570729598866,2.8253810106548385,NC_016856.1,736419,736471,11.620127837073795,10.595317791415367,1.66763633361534,1.47723891179656e-65,1.7354738055381e-64
77,Peak_0248,NC_016856.1,754701,754752,754701,754752,0.8155251137853313,0.6191410817459463,NC_016856.1,754701,754752,1.7101223606885427,1.9569033893398282,1.1084294994466,3.65943692180896e-08,1.04487447544786e-07
78,Peak_0251,NC_016856.1,758185,758236,758185,758236,2.149529770109681,1.857423245237839,NC_016856.1,758185,758236,5.46829545274061,4.988499623644972,1.10191831360943,3.73359196460061e-19,1.76257608390194e-18
79,Peak_0252,NC_016856.1,758625,758676,758625,758676,6.934663881459374,6.151975079768638,NC_016856.1,758625,758676,1.5360380485226433,1.5639186923002726,-2.35161434335969,7.42731248420391e-71,9.36937205999165e-70
80,Peak_0253,NC_016856.1,759528,759579,759528,759579,2.22694164625266,2.174880933648977,NC_016856.1,759528,759579,5.755022555131503,5.309303457962977,1.07526556059741,2.5751689480422204e-19,1.2269922634789399e-18
81,Peak_0254,NC_016856.1,774857,774906,774857,774906,4.785574995314437,3.899309165551943,NC_016856.1,774857,774906,1.64136637184991,1.2103797728477776,-1.88653020008904,3.2583836261038196e-33,2.25885243269089e-32
82,Peak_0257,NC_016856.1,781753,781801,781753,781801,0.4495064610337195,0.5363260325952146,NC_016856.1,781753,781801,4.4826710382719135,4.4225816096683666,3.58902160675208,2.3584209786632698e-77,3.26991881636285e-76
83,Peak_0258,NC_016856.1,781809,781856,781809,781856,0.4356285340792153,0.5883895969295905,NC_016856.1,781809,781856,1.3778588111854178,1.4098304676251883,1.3609664746043,8.58285175676313e-07,2.20517677022679e-06
84,Peak_0262,NC_016856.1,798249,798299,798249,798299,0.8263267709215609,0.4887270972023893,NC_016856.1,798249,798299,2.8306109158175268,2.429607839207408,1.76605149562988,4.57162958017128e-17,2.0102108353953099e-16
85,Peak_0266,NC_016856.1,824052,824104,824052,824104,1.642059608882589,1.2550802709890418,NC_016856.1,824052,824104,4.127806863472196,3.8700047166862364,1.21793007556477,4.64809443195284e-17,2.03801063554855e-16
86,Peak_0268,NC_016856.1,843880,843931,843880,843931,0.7219107519380086,0.8577272947754352,NC_016856.1,843880,843931,2.5191023995771347,2.1333454982147306,1.27865059344764,1.3597850010514099e-11,4.59936069586399e-11
87,Peak_0269,NC_016856.1,844724,844773,844724,844773,0.5358944591464091,0.3878786485733249,NC_016856.1,844724,844773,3.240099850924498,2.854826774578896,2.48476098669106,2.57432057350773e-41,2.08519966454126e-40
88,Peak_0274,NC_016856.1,855108,855157,855108,855157,7.131518571717598,5.537019015083759,NC_016856.1,855108,855157,0.6501516148236657,0.6093636097785363,-3.5986915506332,9.82690587441421e-93,1.8221214627377702e-91
89,Peak_0275,NC_016856.1,860443,860497,860443,860497,1.0728645935216152,1.0689275788529624,NC_016856.1,860443,860497,3.4333294899385747,3.3782425997209873,1.42116140881156,1.88221504521451e-22,9.72056696169509e-22
90,Peak_0277,NC_016856.1,864725,864774,864725,864774,1.9355908262176247,1.88192973937428,NC_016856.1,864725,864774,1.0445058729953973,1.0768206254990573,-1.08858537389962,3.96336368331988e-09,1.19835298794289e-08
91,Peak_0281,NC_016856.1,886523,886574,886523,886574,2.70221456024676,2.4134671466784656,NC_016856.1,886523,886574,0.6963372486635983,0.8020095857950116,-2.04232365593133,3.28402043507035e-27,1.92171385915333e-26
92,Peak_0291,NC_016856.1,925920,925969,925920,925969,2.0686275625791457,2.187717668672827,NC_016856.1,925920,925969,1.3216196760349925,1.2187272195570726,-1.04997630765479,1.64082468211507e-08,4.81913966750972e-08
93,Peak_0300,NC_016856.1,939357,939408,939357,939408,0.8731339518452224,0.6605486063213122,NC_016856.1,939357,939408,18.678222670035343,16.04821181175818,4.24319612201725,1.43344810382619e-304,1.00276210535841e-302
94,Peak_0302,NC_016856.1,943519,943568,943519,943568,0.5996021920519263,0.4453421520656693,NC_016856.1,943519,943568,1.566758809493096,1.9699974233936242,1.51961472051844,8.09062731935348e-12,2.79181063777691e-11
95,Peak_0303,NC_016856.1,945539,945590,945539,945590,5.544850663264505,4.876228965470462,NC_016856.1,945539,945590,1.433635511954467,1.523818213010522,-2.03883320421239,1.28390268315183e-49,1.18318935890459e-48
96,Peak_0308,NC_016856.1,962839,962888,962839,962888,2.780655165640808,2.538655493572502,NC_016856.1,962839,962888,1.3749107920041455,1.7195740221147737,-1.02793254651064,9.67987351108491e-10,3.00349301079832e-09
97,Peak_0310,NC_016856.1,965900,965951,965900,965951,0.5904905901138823,0.44562383590631804,NC_016856.1,965900,965951,16.384405850908195,16.497337179803388,4.73279906136994,0.0,0.0
98,Peak_0311,NC_016856.1,976424,976473,976424,976473,0.764492794866206,0.6772484340169165,NC_016856.1,976424,976473,5.488984944822752,5.158722066344321,2.63672141615407,8.23456516360254e-81,1.25475205809746e-79
99,Peak_0312,NC_016856.1,976799,976853,976799,976853,0.7362129461091274,0.722550349468553,NC_016856.1,976799,976853,63.29899017365626,62.02029239129023,6.17434494327937,0.0,0.0
100,Peak_0313,NC_016856.1,979414,979465,979414,979465,4.525894340080184,4.345818293528872,NC_016856.1,979414,979465,11.83773322728117,11.11585285911886,1.12639845597607,2.54283958173124e-33,1.77078285804723e-32
101,Peak_0315,NC_016856.1,980402,980452,980402,980452,0.5490482322345482,0.7099615856479153,NC_016856.1,980402,980452,4.376479607850715,4.155692869755431,2.49863671387867,1.05103612695286e-47,9.34996878254596e-47
102,Peak_0318,NC_016856.1,994529,994580,994529,994580,1.0531615707823816,0.9898370160396975,NC_016856.1,994529,994580,3.0311150824180157,3.2481388224697967,1.40123400044778,3.38674434668041e-20,1.6390564621198602e-19
103,Peak_0323,NC_016856.1,1011972,1012021,1011972,1012021,6.262095393242305,6.076765494315423,NC_016856.1,1011972,1012021,1.4175436847794678,1.6694893418590036,-2.24408399509841,3.02047888863006e-58,3.20587379972528e-57
104,Peak_0324,NC_016856.1,1012086,1012137,1012086,1012137,4.122632473660946,4.034275965771357,NC_016856.1,1012086,1012137,1.5257977948658257,1.1629138994027668,-1.86885594765097,4.27094603640172e-34,3.0151311697349798e-33
105,Peak_0325,NC_016856.1,1016660,1016709,1016660,1016709,2.132335295484663,1.9065569551567132,NC_016856.1,1016660,1016709,0.9485818642509222,1.1436001991734175,-1.15923604198934,3.86176724964156e-10,1.2330414517009e-09
106,Peak_0328,NC_016856.1,1019753,1019804,1019753,1019804,0.7921215233235007,0.8163197702000693,NC_016856.1,1019753,1019804,2.0173299703930714,2.06918473135113,1.11554884709821,6.79534858381369e-10,2.12994734633183e-09
107,Peak_0333,NC_016856.1,1025885,1025936,1025885,1025936,1.1125706850316441,0.9267398357343782,NC_016856.1,1025885,1025936,2.488381638606682,2.9834756591574427,1.18476504627246,3.92511104154063e-12,1.3823217146295298e-11
108,Peak_0335,NC_016856.1,1032797,1032846,1032797,1032846,5.079754820789913,4.603237083333163,NC_016856.1,1032797,1032846,0.9379236410570916,0.934914031441042,-2.51455481122308,2.63680353552641e-59,2.87804300792563e-58
109,Peak_0338,NC_016856.1,1043242,1043291,1043242,1043291,4.483900142438311,4.0368111203371955,NC_016856.1,1043242,1043291,1.0338476498015667,1.0517782853711724,-2.30894859705962,3.32571213606457e-48,2.9931409224581104e-47
110,Peak_0342,NC_016856.1,1056429,1056480,1056429,1056480,3.775179169112229,3.545272818405132,NC_016856.1,1056429,1056480,1.4131550046408317,1.9168029100500776,-1.32660504343506,2.9627902876302197e-18,1.36518989600686e-17
111,Peak_0347,NC_016856.1,1063792,1063841,1063792,1063841,6.232115283639709,5.114251810818653,NC_016856.1,1063792,1063841,0.7460756235681409,0.6844906301621915,-3.26030455955474,2.4207703936036198e-83,3.92164803763786e-82
112,Peak_0349,NC_016856.1,1064860,1064909,1064860,1064909,1.2479220622080716,1.2662493448134469,NC_016856.1,1064860,1064909,0.4796200437223764,0.49249935584840604,-1.65209296412928,2.3061204294287797e-11,7.698740435771999e-11
113,Peak_0351,NC_016856.1,1068079,1068128,1068079,1068128,0.38974142483375207,0.5910531787783998,NC_016856.1,1068079,1068128,1.513467693523943,1.4190659405801531,1.28458248267367,6.26160121326994e-07,1.63332275715634e-06
114,Peak_0356,NC_016856.1,1101621,1101670,1101621,1101670,1.3697162574686192,1.2005767693936247,NC_016856.1,1101621,1101670,11.319033031848083,11.344180077931929,2.91047160790032,1.29557169651542e-164,4.98471210234309e-163
115,Peak_0360,NC_016856.1,1115900,1115949,1115900,1115949,2.01428861392444,1.8921910792836272,NC_016856.1,1115900,1115949,6.597440156981133,6.235542691843379,1.49070153244496,5.06272047550922e-37,3.91534010643653e-36
116,Peak_0361,NC_016856.1,1116775,1116826,1116775,1116826,3.226094931353894,2.930075310428268,NC_016856.1,1116775,1116826,1.3005122144158379,1.38747658342537,-1.4471047117642,2.7246439778979104e-20,1.3311832006301201e-19
117,Peak_0365,NC_016856.1,1121232,1121285,1121232,1121285,9.760010539564098,8.460416672200692,NC_016856.1,1121232,1121285,1.5076358355499604,1.2888142721162479,-2.95101166427415,1.6014470689615098e-119,3.85097974864338e-118
118,Peak_0370,NC_016856.1,1133641,1133692,1133641,1133692,52.95152355798665,46.48290401617496,NC_016856.1,1133641,1133692,10.311935432415344,10.017099726579694,-2.53290864612977,1.0464359849298801e-247,5.96468511410032e-246
119,Peak_0371,NC_016856.1,1134279,1134330,1134279,1134330,6.70422852921981,6.240705489572994,NC_016856.1,1134279,1134330,2.8570307702521163,2.3338478946634837,-1.60015694446859,2.79537767403431e-40,2.21757022697876e-39
120,Peak_0372,NC_016856.1,1142648,1142698,1142648,1142697,0.5677483255991678,0.531537407304186,NC_016856.1,1142649,1142698,1.9184801748895055,1.9199127431378542,1.66921886219806,9.5422034856315e-18,4.3065839191750403e-17
121,Peak_0375,NC_016856.1,1155744,1155795,1155744,1155795,2.574394950801377,2.2478370483770025,NC_016856.1,1155744,1155795,1.0240253656817622,0.970431598811964,-1.55605746085408,1.1293166388059498e-18,5.21927419556262e-18
122,Peak_0379,NC_016856.1,1172150,1172201,1172150,1172201,8.866360232655094,7.926583275855745,NC_016856.1,1172150,1172201,0.808980038888592,0.834089969226812,-3.46901695286972,1.60927114628046e-129,4.3450320949572497e-128
123,Peak_0382,NC_016856.1,1174766,1174815,1174766,1174815,5.430147351770257,4.761261717937109,NC_016856.1,1174766,1174815,1.2470121136781784,1.6444470017311186,-1.94692778782721,3.5356268085000997e-43,3.00625947971362e-42
124,Peak_0383,NC_016856.1,1175730,1175779,1175730,1175779,7.538123808202811,6.762223000259817,NC_016856.1,1175730,1175779,2.4833660041625265,2.24546316480036,-1.76095025204706,1.9070568817079602e-46,1.67712030911346e-45
125,Peak_0385,NC_016856.1,1185645,1185696,1185645,1185696,1.2439908468557703,1.1495517536875373,NC_016856.1,1185645,1185696,29.686495351114285,26.979602466144186,4.31119978864275,0.0,0.0
126,Peak_0388,NC_016856.1,1191640,1191689,1191640,1191689,1.6095571342893897,1.360653671979441,NC_016856.1,1191640,1191689,0.6075187220483433,0.7512702038365516,-1.31424601341943,1.691166697907e-09,5.23683208868987e-09
