,peak_num,id1,overlap_start,overlap_end,start_1,end_1,control_rppm_1,control_rppm_2,id2,start_2,end_2,sample_rppm_1,sample_rppm_2,LFC,p-value,q-value
16,Peak_0017,NC_016856.1,32012,35528,32012,35528,2.1213478546134623,2.1029974597985683,NC_016856.1,32012,35528,1.777948652859995,1.8489700379742686,-0.356556461782648,5.3213294196812905e-65,3.71336248634281e-64
17,Peak_0018,NC_016855.1,32329,33093,32329,33093,1.8707225232554985,1.8529310158164058,NC_016855.1,32329,33093,3.1741066595106675,3.2082257094256637,0.65716579379284,3.02403137708711e-138,3.96209825324475e-137
18,Peak_0019,NC_016856.1,35544,37387,35544,37387,0.626014132751456,0.6208737937370169,NC_016856.1,35544,37387,0.7911638609882854,0.7794532228416124,0.204308935653857,1.5073212846364998e-11,2.8461772492254e-11
19,Peak_0020,NC_016856.1,38089,39298,38089,39298,0.8920113120092038,0.8959858496321863,NC_016856.1,38089,39298,1.1802893463387172,1.175739088001083,0.25845734371755,6.10410814801633e-17,1.44074905552444e-16
20,Peak_0021,NC_016856.1,39309,40437,39309,40437,1.5990826963332005,1.6120518260522987,NC_016856.1,39309,40437,1.5440836649872698,1.5923788586531786,-0.17984734989535,3.92903821664481e-10,7.02630232614476e-10
21,Peak_0022,NC_016856.1,43558,44623,43558,44623,0.5331943972332717,0.5251584337474375,NC_016856.1,43558,44623,0.8498712358802264,0.8265259862309625,0.531092368527714,9.494482734544339e-40,4.41699848954889e-39
22,Peak_0023,NC_016856.1,44639,45266,44639,45266,0.41023158948894667,0.4075850807628805,NC_016856.1,44639,45266,0.6784961203450486,0.6550737581928311,0.57863126261798,3.49534878221662e-23,1.0835459041579699e-22
23,Peak_0024,NC_016856.1,51008,51676,51008,51676,1.218404326970981,1.1974334606800086,NC_016856.1,51008,51676,1.4149266025339815,1.37001593664156,0.0617719108457973,0.0963803491642805,0.109129072598709
24,Peak_0025,NC_016856.1,51693,52312,51693,52312,0.7643183172887961,0.7692982729748234,NC_016856.1,51693,52312,1.0380161432235002,1.0219368987323758,0.284972453485806,2.82104381957714e-10,5.11613031686023e-10
25,Peak_0026,NC_016855.1,58672,62821,58672,62821,3.558624920281001,3.5806188722720043,NC_016855.1,58672,62821,4.027751146747685,4.071323604092095,0.044891879725105,0.0016206481720387,0.0020809122528977
26,Peak_0027,NC_016855.1,62843,64029,62843,64029,2.060029765494908,2.0894478339678986,NC_016855.1,62843,64029,2.8377586647273354,2.7818303742487314,0.30001601641522,4.8937810677196496e-42,2.38015715566365e-41
27,Peak_0028,NC_016855.1,66213,67098,66213,67098,1.399142359137567,1.4145582311080271,NC_016855.1,66213,67098,1.8418806874852198,1.87597570175437,0.267378752679794,4.937448551708931e-19,1.31528712456313e-18
28,Peak_0029,NC_016855.1,67110,68074,67110,68074,1.4382966693921453,1.446046904707085,NC_016855.1,67110,68074,2.1300606072676884,2.1570352246713624,0.437240749104275,3.81680774945586e-57,2.37901997587443e-56
29,Peak_0030,NC_016856.1,67914,68493,67914,68493,1.0430604389664317,1.0374500702271399,NC_016856.1,67914,68493,1.3318108936009956,1.349326311714242,0.240038485703597,1.10087233084836e-08,1.83098455027111e-08
30,Peak_0031,NC_016856.1,68507,68893,68507,68893,1.1705031674892141,1.19847478519084,NC_016856.1,68507,68893,1.2806140073015286,1.2224521336627339,-0.0568864317118102,0.254239324609821,0.276213457636767
31,Peak_0032,NC_016855.1,73050,73759,73050,73759,0.20568811715040025,0.1959398396626717,NC_016855.1,73050,73759,0.4110334395470814,0.38547128804763203,0.851391278027462,6.380889691035249e-30,2.35432826531301e-29
32,Peak_0033,NC_016855.1,76271,77092,76271,77092,0.22894635648748343,0.2312578695492114,NC_016855.1,76271,77092,0.5252442053312825,0.47383190733618835,0.9861976604426,1.60412235578987e-48,8.87798752083706e-48
33,Peak_0034,NC_016855.1,77117,77949,77117,77949,1.7534984200155295,1.7040406886312442,NC_016855.1,77117,77949,2.217760130299769,2.3434797703179613,0.262630126713433,4.92741045753736e-15,1.0833553129243101e-14
34,Peak_0035,NC_016856.1,81044,81648,81044,81648,0.5108308956294154,0.5246651304949572,NC_016856.1,81044,81648,0.7792760352533734,0.7184002375890156,0.395272432022209,7.8018332827462e-12,1.5041372274844e-11
35,Peak_0036,NC_016855.1,82096,83504,82096,83504,1.704887275144736,1.703623227710852,NC_016855.1,82096,83504,2.2800828283243026,2.261380009502423,0.277380199923908,1.3381807752764998e-37,6.0077766274651204e-37
36,Peak_0037,NC_016856.1,82948,83761,82948,83761,0.5259603107220109,0.5054452738062539,NC_016856.1,82948,83761,0.7818228409188216,0.7919161516868538,0.473344395877724,1.71038768975573e-23,5.46302933742875e-23
37,Peak_0038,NC_016855.1,83598,84835,83598,84835,1.6365682935165917,1.6626123419862655,NC_016855.1,83598,84835,2.3005884182136342,2.2926371441357425,0.340672387633111,5.74095860833357e-48,3.1234707004662303e-47
38,Peak_0039,NC_016856.1,88635,89119,88635,89119,1.0924504353121371,1.1244288806881126,NC_016856.1,88635,89119,1.0186262777464496,1.1087210934119307,-0.165156574534696,0.0018176077366186,0.0023291500337508
39,Peak_0040,NC_016856.1,89134,89644,89134,89644,1.3001109325301372,1.3001701220997504,NC_016856.1,89134,89644,1.423240881486832,1.377869275151192,-0.0032829934562956,0.936256139621607,0.942126084070646
40,Peak_0041,NC_016856.1,94353,95862,94353,95862,0.6886036314871665,0.6906397727060566,NC_016856.1,94353,95862,0.5485756957929372,0.5530615614360317,-0.453434852980485,7.36868608412807e-37,3.2625492869036005e-36
41,Peak_0042,NC_016856.1,95870,96421,95870,96421,2.252753265137889,2.211735062996981,NC_016856.1,95870,96421,1.6981073878877282,1.61317245438604,-0.56408411803059,1.2860044602996298e-56,7.93860445684963e-56
42,Peak_0043,NC_016856.1,96434,97882,96434,97882,0.8503161391973438,0.8652204317102635,NC_016856.1,96434,97882,1.0266964054565568,1.0278832905860162,0.136001610447175,8.89646770465222e-06,1.29220187022324e-05
43,Peak_0044,NC_016856.1,97894,98653,97894,98653,0.8065816457510393,0.7977066450471695,NC_016856.1,97894,98653,1.2481873072834175,1.2513803250152253,0.501137784938441,5.00996363493328e-38,2.28113237845898e-37
44,Peak_0045,NC_016856.1,116189,116946,116189,116946,0.7438311324035084,0.7413527518001797,NC_016856.1,116189,116946,0.8396591409075324,0.8404202757278596,0.0408616298648276,0.349965898028203,0.376345237075555
45,Peak_0046,NC_016856.1,116955,118111,116955,118111,0.9965382717051775,1.0285036537256746,NC_016856.1,116955,118111,1.1593806435612017,1.1857282207618434,0.0754253287372131,0.0233210316704361,0.0276748656791497
46,Peak_0047,NC_016856.1,134465,134990,134465,134990,1.264738421639814,1.2791942660966045,NC_016856.1,134465,134990,0.6346348235258099,0.6981299312587956,-1.07226364790034,1.30396165878522e-90,1.23109321314722e-89
47,Peak_0048,NC_016856.1,134997,135480,134997,135480,1.6002606138989455,1.5996080664924834,NC_016856.1,134997,135480,1.3402463046976762,1.4591459123007458,-0.306007725592767,1.41906779999518e-11,2.68743813450415e-11
48,Peak_0049,NC_016856.1,135492,136152,135492,136152,0.8952979596577434,0.8985490696585662,NC_016856.1,135492,136152,0.9686777944135241,0.9553405984866492,-0.015792846763101,0.718871986472466,0.73960867838994
49,Peak_0050,NC_016856.1,136165,136464,136165,136464,0.7913535541355875,0.7535431786605493,NC_016856.1,136165,136464,0.7522617241928146,0.76257568518693,-0.119927248332147,0.112792615697405,0.126595907828207
50,Peak_0051,NC_016856.1,139955,140681,139955,140681,0.24784333010383214,0.23315965479687203,NC_016856.1,139955,140681,0.37050987636630295,0.4200987202890266,0.581212856060921,4.30721375019262e-13,8.80646887778237e-13
51,Peak_0052,NC_016856.1,188937,190420,188937,190420,1.5392432019092666,1.4935901608925248,NC_016856.1,188937,190420,1.2220017785832065,1.2737244376454666,-0.417523840458092,1.3979072678647201e-45,7.35620054073073e-45
52,Peak_0053,NC_016856.1,209440,210436,209440,210436,0.7992840198847224,0.7925490916564386,NC_016856.1,209440,210436,0.7463637250812223,0.7414800689352155,-0.234041629906319,7.95949671278523e-10,1.3999991478378401e-09
53,Peak_0054,NC_016856.1,230260,231567,230260,231567,1.6022576701596294,1.5604934080600212,NC_016856.1,230260,231567,1.1154664921805728,1.1610744490748328,-0.614095207556203,5.74709622802314e-93,5.59035723998614e-92
54,Peak_0055,NC_016856.1,231575,232668,231575,232668,0.6805390061153282,0.6723048344492777,NC_016856.1,231575,232668,0.6588696886535659,0.6444430099424848,-0.19454760837747,9.55517554881245e-07,1.44000532918723e-06
55,Peak_0056,NC_016856.1,244051,245395,244051,245395,0.4456304720200539,0.44488412704376074,NC_016856.1,244051,245395,0.5592933979308415,0.5409744231892418,0.168409544871095,4.54892933657811e-05,6.47541604009567e-05
56,Peak_0057,NC_016856.1,311285,312094,311285,312094,1.0034599813756706,0.9928003892006311,NC_016856.1,311285,312094,0.1089342761638674,0.12586763623711933,-3.22352336363411,0.0,0.0
57,Peak_0058,NC_016856.1,316520,317903,316520,317903,0.8801817302962894,0.8939141298830544,NC_016856.1,316520,317903,1.1325176264339176,1.1652392676602685,0.236552988672086,3.97430574080976e-14,8.365587821638911e-14
58,Peak_0059,NC_016856.1,318232,319627,318232,319627,1.033299383337232,1.0399767828492592,NC_016856.1,318232,319627,1.2978682209369063,1.2926495602114851,0.184659820183011,1.23133888390457e-11,2.3457553812069298e-11
59,Peak_0060,NC_016856.1,323255,324093,323255,324093,0.7226269830071547,0.767970452484761,NC_016856.1,323255,324093,0.9792246613139567,0.9931053717926329,0.260625741088309,1.9220549658423603e-09,3.29935638521604e-09
60,Peak_0061,NC_016856.1,324108,324733,324108,324733,1.1165700480224283,1.1477089439664092,NC_016856.1,324108,324733,1.1307601676231374,1.1687891204638847,-0.127538116638171,0.0023603143909517,0.0029947071916818
61,Peak_0062,NC_016856.1,329319,330809,329319,330809,0.8012735246745921,0.8483104755826394,NC_016856.1,329319,330809,0.7715889884855164,0.7842384123637569,-0.22124684013264,5.21852237145473e-10,9.25494851512138e-10
62,Peak_0063,NC_016856.1,336930,337747,336930,337747,0.8337979719899038,0.8157684862213103,NC_016856.1,336930,337747,0.8935850067413849,0.8360492352232138,-0.0683703366157398,0.116542173777384,0.130348563702231
63,Peak_0064,NC_016856.1,338178,340315,338178,340315,1.7355655661883074,1.7160728172571613,NC_016856.1,338178,340315,1.4816062528365153,1.4770878019406573,-0.359310295534372,2.2686780915930798e-70,1.73391825571757e-69
64,Peak_0065,NC_016856.1,340331,341496,340331,341496,1.1661674816979029,1.1470005747765544,NC_016856.1,340331,341496,1.057069760374118,1.0968875693473978,-0.239896283100214,3.4748557532214397e-13,7.15018395374412e-13
65,Peak_0066,NC_016856.1,341779,343932,341779,343932,1.0575375382562076,1.0548703378929227,NC_016856.1,341779,343932,1.3342158188283038,1.3330841087265453,0.199898268814032,6.79908179457744e-19,1.7743945171214297e-18
66,Peak_0067,NC_016856.1,347116,347976,347116,347976,0.904976368829944,0.9003590018626029,NC_016856.1,347116,347976,0.9109725284432045,0.9197020492931636,-0.116420349518736,0.0022496228795897,0.0028599166112804
67,Peak_0068,NC_016856.1,348582,352030,348582,352030,0.8081603443331716,0.8072549115521225,NC_016856.1,348582,352030,0.8849262769800729,0.850503763648801,-0.0333727356313359,0.14823743550519,0.164083506197124
68,Peak_0069,NC_016856.1,358887,359505,358887,359505,0.830340059117568,0.8459316407648684,NC_016856.1,358887,359505,1.4402768237982917,1.3966542034272496,0.61420899974487,4.49856737552888e-50,2.5558232345925097e-49
69,Peak_0070,NC_016856.1,359523,360143,359523,360143,1.08127250771502,1.0590531675090582,NC_016856.1,359523,360143,1.3572913317218238,1.3585441858805245,0.189540024691034,2.16998754019538e-06,3.2473939412714e-06
70,Peak_0071,NC_016856.1,371663,372754,371663,372754,1.078099662809374,1.0487298570251595,NC_016856.1,371663,372754,1.1598858975374577,1.1684178662664755,-0.0100703306205129,0.756731921421524,0.77237184984518
71,Peak_0072,NC_016856.1,372766,373819,372766,373819,1.0515723125409602,1.0360818848386006,NC_016856.1,372766,373819,1.169312421951041,1.2426311159686032,0.0681352319534498,0.0694596407121602,0.0797729684028745
72,Peak_0073,NC_016856.1,378320,380256,378320,380256,0.8528832448697606,0.8446372949318662,NC_016856.1,378320,380256,0.99664191008231,1.0024164461033862,0.0993736961252982,0.0001788324444474,0.0002458467437585
73,Peak_0074,NC_016856.1,380839,381445,380839,381445,0.2590858486898058,0.24255290821647973,NC_016856.1,380839,381445,0.3748010747014287,0.38819892193430733,0.469101877121268,1.8198992495957302e-09,3.14925961789881e-09
74,Peak_0075,NC_016856.1,384244,388051,384244,388051,1.4867694218719014,1.4845074569677272,NC_016856.1,384244,388051,1.6824245964358377,1.6979259358714969,0.0495252413730123,0.0040893313570384,0.0051176427509135
75,Peak_0076,NC_016856.1,388292,389275,388292,389275,0.5351669484748666,0.5092624972860827,NC_016856.1,388292,389275,0.7279123984802826,0.7031240996850898,0.310795308581306,1.1238449851274e-11,2.1473466680112797e-11
76,Peak_0077,NC_016856.1,389293,390796,389293,390796,1.1205827424629116,1.1154368156125836,NC_016856.1,389293,390796,1.5198359258694223,1.50518875980457,0.298849147579077,1.27567387918145e-32,5.24988865663136e-32
77,Peak_0078,NC_016856.1,390809,392868,390809,392868,1.2580985044159267,1.2241040021332095,NC_016856.1,390809,392868,1.502713926472641,1.457602778251514,0.118497599008242,5.89665819618425e-07,8.97074540746514e-07
78,Peak_0079,NC_016856.1,408159,409007,408159,409007,0.2997513506548813,0.2893485527388118,NC_016856.1,408159,409007,0.3947943473139865,0.34962457587574464,0.206566207776934,0.0033879619692465,0.0042481866880005
79,Peak_0080,NC_016856.1,409022,409673,409022,409673,0.8021940711172777,0.7939210365465397,NC_016856.1,409022,409673,0.9528413898307267,0.8582604077563644,0.0465840576889903,0.370640524873158,0.397911734061149
80,Peak_0081,NC_016856.1,416162,416875,416162,416875,0.32026821560037283,0.3201696914725805,NC_016856.1,416162,416875,0.5601392702302628,0.5530127403558032,0.660862562235429,8.13462518358992e-29,2.89032635851319e-28
81,Peak_0082,NC_016856.1,425304,426037,425304,426037,1.2397673561249678,1.1898480391961785,NC_016856.1,425304,426037,1.17018302578586,1.2111624031212365,-0.175288634291679,9.9318211242277e-06,1.43608764904373e-05
82,Peak_0083,NC_016856.1,426048,426877,426048,426877,0.5488017742779052,0.5676367373934181,NC_016856.1,426048,426877,0.9073474705941548,0.8786960856161348,0.551404133406712,8.690958911433179e-34,3.7197304140934e-33
83,Peak_0084,NC_016856.1,428687,429804,428687,429804,0.6615406274742693,0.6608999776410013,NC_016856.1,428687,429804,0.9305350589185388,0.9334158205886557,0.35857516593443,1.86448984151196e-23,5.89656393226934e-23
84,Peak_0085,NC_016856.1,437468,437924,437468,437924,0.5507962370638357,0.5392504647738546,NC_016856.1,437468,437924,0.5378415426664096,0.5234037767889851,-0.175204184341313,0.0081159192720207,0.0100008064733922
85,Peak_0086,NC_016856.1,437974,438504,437974,438504,0.7240148008125594,0.7284775327777144,NC_016856.1,437974,438504,0.6654936003541061,0.6673665279401875,-0.260639513958309,1.38174377590158e-06,2.07261566385237e-06
86,Peak_0087,NC_016856.1,490654,491695,490654,491695,0.8937535530302394,0.8664558468569918,NC_016856.1,490654,491695,1.2117480343759277,1.212322530679815,0.322419288257345,1.65924722575186e-21,4.77684627324079e-21
87,Peak_0088,NC_016856.1,491709,493096,491709,493096,1.2310838184463342,1.2623627625953333,NC_016856.1,491709,493096,1.7568381278789658,1.7695114525145867,0.361045128705674,1.9799999861865397e-43,9.85395341962604e-43
88,Peak_0089,NC_016856.1,493110,494143,493110,494143,0.7460934405209838,0.7278952243520068,NC_016856.1,493110,494143,1.1626738737491296,1.1873382240425112,0.537534582270604,2.5667742271945398e-48,1.4084350887682901e-47
89,Peak_0090,NC_016856.1,498560,499515,498560,499515,0.6319020379856521,0.6326552978809685,NC_016856.1,498560,499515,0.8004280365738566,0.7572324262042919,0.163903067858812,0.0001238536022257,0.0001713664065278
90,Peak_0091,NC_016856.1,528258,529405,528258,529405,0.7812234456548367,0.7784250584926289,NC_016856.1,528258,529405,0.869264355305697,0.877192622633343,0.0120404115892578,0.737602470427883,0.756454929735944
91,Peak_0092,NC_016856.1,529419,530001,529419,530001,1.1192747052555245,1.1426066382175046,NC_016856.1,529419,530001,1.170426225576969,1.1726208359384525,-0.110383594740625,0.0088518198595893,0.0108451686065962
92,Peak_0093,NC_016856.1,557637,558848,557637,558848,0.8378708636974892,0.8560336657176221,NC_016856.1,557637,558848,1.1175582602052303,1.1451228075473032,0.281030004743165,2.58802170843342e-17,6.19966394333678e-17
93,Peak_0094,NC_016856.1,562979,564078,562979,564078,0.2459058666032965,0.2377495442706745,NC_016856.1,562979,564078,0.33633863261700225,0.3459622529619796,0.360204884849249,1.7575898553258e-09,3.0496559111328803e-09
94,Peak_0095,NC_016856.1,579610,581222,579610,581222,0.8417117317669408,0.8373697478302962,NC_016856.1,579610,581222,1.0355591505081099,1.0282255804179576,0.159219210519032,1.47523852501026e-08,2.43471242430999e-08
95,Peak_0096,NC_016856.1,581247,583031,581247,583031,0.7236346893739589,0.7132100382315607,NC_016856.1,581247,583031,0.9334728364299592,0.9304624701356639,0.246966547391924,1.29878584657954e-17,3.13466358460174e-17
96,Peak_0097,NC_016856.1,583042,583668,583042,583668,2.280887163117256,2.3124341482244803,NC_016856.1,583042,583668,2.288623162273875,2.311343183245022,-0.13601341415848,5.7501014715295e-06,8.40903222032333e-06
97,Peak_0098,NC_016856.1,583680,584910,583680,584910,1.3833963582503428,1.416332146960377,NC_016856.1,583680,584910,1.5502974869926878,1.497545892791317,-0.0178174872368215,0.524044896465357,0.551535776279933
98,Peak_0099,NC_016856.1,585579,586294,585579,586294,0.2733059088678083,0.29196289081301685,NC_016856.1,585579,586294,0.43587699482575,0.4303923515366474,0.478686945342403,1.21042545851708e-12,2.39843563076533e-12
99,Peak_0100,NC_016856.1,586877,587685,586877,587685,0.4347226230610641,0.4259561812343197,NC_016856.1,586877,587685,0.654042748412513,0.6554185956400228,0.468998934777548,1.5525862685894102e-20,4.3149800191965404e-20
100,Peak_0101,NC_016856.1,590320,591202,590320,591202,0.6574148425159169,0.6430240275664708,NC_016856.1,590320,591202,0.9502445428613479,0.9165023688669487,0.38494063643965,1.01238178642459e-20,2.8258656821069e-20
101,Peak_0102,NC_016856.1,591408,592330,591408,592330,0.8826222380100854,0.8906911585159767,NC_016856.1,591408,592330,1.0660799715583984,1.0570965762944082,0.123068455293166,0.0005334862430005,0.0007047287407538
102,Peak_0103,NC_016856.1,604314,605056,604314,605056,0.7921215702810834,0.8063999705098472,NC_016856.1,604314,605056,1.000912740371958,0.9660362509374394,0.162336309039124,0.0001075242367392,0.0001497409110338
103,Peak_0104,NC_016856.1,605695,606511,605695,606511,0.47096786677357744,0.46665036792712705,NC_016856.1,605695,606511,0.8232529519361952,0.7685063964186293,0.626734776142703,2.11284862784865e-36,9.22754298693082e-36
104,Peak_0105,NC_016856.1,610768,612448,610768,612448,1.0006508414858388,0.9964646389759718,NC_016856.1,610768,612448,1.0472332976124725,1.0606097234295955,-0.0570114107855495,0.0361212404589781,0.0423945820377769
105,Peak_0106,NC_016856.1,612466,614201,612466,614201,0.8839372455551261,0.9079894522234512,NC_016856.1,612466,614201,1.0979037485803995,1.0815623358500188,0.148162331272098,7.86044224240638e-08,1.24602565916664e-07
106,Peak_0107,NC_016856.1,615252,616344,615252,616344,2.084094173190262,2.0704648027176273,NC_016856.1,615252,616344,1.5940704409328148,1.645681044462056,-0.491709434933745,1.32421107180009e-72,1.04955988653785e-71
107,Peak_0108,NC_016856.1,616352,618512,616352,618512,1.0931754046620887,1.1061370956486931,NC_016856.1,616352,618512,1.0828669948723586,1.0776564382909932,-0.155836810041204,3.38499480421312e-11,6.335762869693349e-11
108,Peak_0109,NC_016856.1,618698,619660,618698,619660,0.5988726694562465,0.6184539367425871,NC_016856.1,618698,619660,0.761603666617389,0.7772441729224469,0.201385015929688,2.4274310996848e-06,3.61580224129383e-06
109,Peak_0110,NC_016856.1,622057,623124,622057,623124,0.6876321154447181,0.6655120868450214,NC_016856.1,622057,623124,0.9203602871888824,0.9257267542423673,0.31181205210347,1.34889811043101e-16,3.13765430035039e-16
110,Peak_0111,NC_016856.1,626890,628263,626890,628263,0.4866552092704283,0.48565275802726127,NC_016856.1,626890,628263,0.7265454783970413,0.7113599334723937,0.427805495302987,1.2963761955051898e-30,5.04408192432929e-30
111,Peak_0112,NC_016856.1,632047,632978,632047,632978,0.8995925301760198,0.8746712549570158,NC_016856.1,632047,632978,1.0734152057269057,1.0539170193985232,0.125339706319668,0.0005308296583555,0.0007041170261657
112,Peak_0113,NC_016856.1,633531,634300,633531,634300,1.0051051710184533,0.987720378988925,NC_016856.1,633531,634300,1.1546006259713004,1.1456862248169355,0.0704858275709405,0.0576776327323968,0.0667189913769346
113,Peak_0114,NC_016856.1,649813,651389,649813,651389,0.33963431540913774,0.34067306922259233,NC_016856.1,649813,651389,0.4966594908859463,0.4965301702084073,0.40925028692896,3.51055370817534e-23,1.0835459041579699e-22
114,Peak_0115,NC_016856.1,668166,669138,668166,669138,1.3077968114396397,1.299847705147909,NC_016856.1,668166,669138,1.3277489451123752,1.3159934486168954,-0.125935757878289,3.39693819906863e-05,4.84629849733791e-05
115,Peak_0116,NC_016856.1,669160,670018,669160,670018,1.3730407035735337,1.3653136709007287,NC_016856.1,669160,670018,1.226020767365488,1.2549690097783999,-0.292347736484716,6.66740490955025e-18,1.64002833407328e-17
116,Peak_0117,NC_016856.1,673481,674074,673481,674074,0.7595574687943306,0.7665186357931058,NC_016856.1,673481,674074,0.9958795992440324,0.9521020439481561,0.190247219181822,8.87787457485561e-05,0.0001247176253185
117,Peak_0118,NC_016856.1,674075,674596,674075,674596,1.0019108759207576,1.0119829623672882,NC_016856.1,674075,674596,1.2171205196861656,1.1741728173574388,0.0823214678570055,0.0702464437227617,0.0805325301250232
118,Peak_0119,NC_016856.1,687694,688968,687694,688968,1.0059159663787303,1.0046324843399463,NC_016856.1,687694,688968,1.1945898955005665,1.1764845873048466,0.101290822657227,0.0004894355574447,0.0006519037922811
119,Peak_0120,NC_016856.1,692036,692890,692036,692890,1.0309923161705858,1.0538221400041456,NC_016856.1,692036,692890,0.9076397164203773,0.8559511504772638,-0.378379359527225,1.87574800771627e-21,5.3760277721153905e-21
120,Peak_0121,NC_016856.1,697180,697571,697180,697571,0.6545650893224745,0.6519669528928075,NC_016856.1,697180,697571,0.9760961343482429,1.0119373761716688,0.523382986128688,1.1887525523877801e-17,2.90182181989717e-17
121,Peak_0122,NC_016856.1,697585,698140,697585,698140,0.7866081610961603,0.777314741043216,NC_016856.1,697585,698140,0.8529489141116307,0.8985013137321165,0.0524649599302639,0.319180988996545,0.343815763315071
122,Peak_0123,NC_016856.1,713476,714596,713476,714596,0.564165060069228,0.5526228389604286,NC_016856.1,713476,714596,0.799373777378373,0.8053262730355978,0.386533826639358,5.33076029198437e-23,1.6219659277033001e-22
123,Peak_0124,NC_016856.1,715051,715890,715051,715890,0.7042868335805849,0.6983692735425014,NC_016856.1,715051,715890,0.9698215055932671,0.9815454566006704,0.339833467404195,4.2015556210718303e-17,9.990365587881899e-17
124,Peak_0125,NC_016856.1,717762,719034,717762,719034,0.6464417864397851,0.6341806082375169,NC_016856.1,717762,719034,0.7162118212215246,0.7190892794488262,0.0280539682966449,0.443647777756113,0.473126035414327
125,Peak_0126,NC_016856.1,724285,724964,724285,724964,0.5581089522926038,0.547050736459067,NC_016856.1,724285,724964,0.7457060944071688,0.7787859996007216,0.327794849916055,3.09127549615955e-10,5.59041934798432e-10
126,Peak_0127,NC_016856.1,749578,750597,749578,750597,0.2848568267551217,0.28047328837796653,NC_016856.1,749578,750597,0.22318929053107725,0.2134875077655241,-0.509228670646777,6.1173707733469105e-15,1.33130577508092e-14
127,Peak_0128,NC_016856.1,765836,766403,765836,766403,1.2572666654565294,1.2596832143486545,NC_016856.1,765836,766403,1.5443918158138468,1.529697362945107,0.140842953093723,0.0002734183749902,0.0003726849187765
